DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2016-03-14,Donetska,Dymytrivska,Svitle,1400000000,1411300000,1411390001,"earum deleniti fuga","vero praesentium maiores",NGCA,"Support Request",No,"Access to water"," ","Dolore neque ad libero esse. Illo fugiat placeat incidunt soluta explicabo saepe.",Community,29,"amet eos minus","Food Security","tenetur in enim",Yes,"quaerat alias dignissimos modi dolorum vitae debitis pariatur",8,resolved,2016-06-13,15,"qui tempore incidunt"," "," ",48.308,37.229
2015-08-01,Luhanska,Krasnodonskyi,Lyse,4400000000,4421400000,4421456206,"explicabo quas ex"," ",GCA,"Mine Risk",No,"Access to NFI"," ","Quisquam dicta deserunt dolor et praesentium ipsa totam. Eaque corporis illo vitae maxime qui.",NDP,17," ",Logistics," ",Yes,"quo totam cupiditate repellat mollitia veritatis cupiditate eius",6,"Addressed but unresolved",2016-01-22,4,"molestias quam voluptates",http://www.sanchez.org/,"Beatae minima pariatur vel dicta. In suscipit deserunt perferendis accusantium. Iure ipsum sed perferendis illo aliquam at.",48.475,39.589
2015-10-26,Donetska,Krasnoarmiiskyi,Lozuvatske,1400000000,1422700000,1422781606,"voluptates suscipit delectus","veritatis voluptas corporis",GCA,"Need Overview",Yes,"Presence of landmines and/or EWRs","Facilis ab soluta sequi. Cumque nemo ut fugiat. Ad sit deserunt porro totam ad quia id."," ",NDP,118," ","Water Sanitation Hygiene","voluptates rerum quaerat",Yes," ",53,resolved,2016-06-02,69,"numquam perferendis iste",http://www.hill.com/about.html,"Magnam sequi ullam ratione beatae esse. Odio rem at molestiae officia. Impedit modi ipsam expedita.",48.277,37.516
2016-04-02,Donetska,Khartsyzka,Vynohradne,1400000000,1415000000,1415070801,"ipsum alias ullam","temporibus ab iure",GCA,"Support Request",No,Other," ","Porro modi ab perferendis odio accusantium. Nostrum dolor natus perspiciatis sint.",Individuals,132,"expedita quaerat eveniet",Education," ",Yes," ",13,resolved,2016-07-07,91," ",http://www.edwards.com/," ",47.923,38.229
2016-05-24,Donetska,Dymytrivska,Svitle,1400000000,1411300000,1411390001," "," ",GCA,"Need Overview",Yes,"Access to NFI"," ","Nisi dicta excepturi porro fuga. Sint sapiente nihil officia hic soluta minus.",Individuals,149," ","Water Sanitation Hygiene"," ",Yes," ",46,"Not addressed",2016-06-21,22," "," ","Ut repudiandae odio cumque earum eaque atque deleniti. Ad consequuntur odio quos veritatis odit. Voluptas aspernatur quaerat quis incidunt alias deleniti.",48.308,37.229
2015-02-15,Luhanska,Lutuhynskyi,Petro-Mykolaivka,4400000000,4422200000,4422281311,"ea exercitationem ipsum"," ",NGCA,"Support Request",No,"Presence of landmines and/or EWRs"," ","Quibusdam ut quo doloribus error dolores ipsum. Dicta architecto aperiam iste voluptatem.",IDP,113," ","Food Security","quis perferendis eos",No," ",85,resolved,2015-08-25,23," ",http://wilson-hill.com/privacy.jsp," ",48.359,39.325
2015-01-28,Donetska,Makiivska,"Novyi Svit",1400000000,1413500000,1413591509," ","excepturi distinctio tempore",NGCA,"Need Overview",Yes,"Presence of landmines and/or EWRs"," ","In in quisquam nemo suscipit. Praesentium maxime odit saepe.",IDP,84," ",Logistics,"hic fugit quasi",No,"non rerum ullam quisquam rerum in aliquam voluptatibus",25,"Addressed but unresolved",2016-05-07,66," "," ","Quibusdam saepe non nemo mollitia dolores consequuntur eum quidem. Eveniet eos reprehenderit voluptate inventore cumque. Accusamus esse vitae accusamus est corrupti. Minus sed esse veniam et error.",48.148,38.103
2015-10-28,Donetska,Mariupolska,Mariupol,1400000000,1412300000,1412300000,"ad veritatis totam"," ",GCA,"Support Request",Yes,"Access to water"," "," ",NDP,48," ","Livelihoods/Early Recovery","earum possimus corporis",No,"ipsam eveniet velit doloremque aperiam laborum deserunt fugiat",9,"Not addressed",2016-04-13,36," ",http://www.stevens.net/home.htm,"Exercitationem mollitia ipsam nisi excepturi reprehenderit. Ullam laudantium qui inventore rem cumque ea soluta. Corrupti illum error assumenda delectus ullam.",47.126,37.561
2016-04-21,Luhanska,Stakhanovska,Almazna,4400000000,4413100000,4413170200," ","explicabo odit rerum",NGCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs"," ","Maxime explicabo odit velit eveniet. Fugiat explicabo distinctio vitae modi.",Individuals,126,"occaecati consequuntur labore","Livelihoods/Early Recovery","tempore animi dignissimos",Yes,"blanditiis reprehenderit iusto quas vitae minima quia ipsa",61,"Not addressed",2016-05-17,72," "," ","Est omnis sint fugiat. Mollitia amet officia sit provident officia quia.",48.523,38.582
2015-08-10,Luhanska,Luhanska,Luhansk,4400000000,4410100000,4410100000," "," ",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs"," "," ",NDP,65,"quo dolorum quasi",Education," ",No,"nostrum nobis explicabo cupiditate ipsam quis magnam ducimus",60,"Addressed but unresolved",2016-04-02,28," ",http://www.bell.org/login/,"Ut quasi ab nisi repudiandae tempore. Fugit nesciunt occaecati earum illo quam neque blanditiis. Non iusto ea consectetur occaecati ea ullam. Occaecati perferendis eaque aperiam nulla tempora ipsa.",48.563,39.322
2015-03-05,Luhanska,Sievierodonetska,Synetskyi,4400000000,4412900000,4412990005,"recusandae consectetur a","exercitationem nisi adipisci",GCA,"Need Overview",Yes,"Access to shelter"," "," ",Community,74,"vitae laborum tenetur",Logistics,"fugiat at sequi",Yes," ",14,"Not addressed",2015-11-20,2," ",http://neal.biz/login.html," ",48.949,38.408
2015-04-26,Donetska,Krasnolymanskyi,Yampil,1400000000,1423000000,1423056400," "," ",GCA,"Mine Risk",No,"Access to shelter"," ","Expedita nostrum neque sunt. Dolorem quaerat distinctio molestiae voluptate.",Community,122,"eveniet inventore nemo","Emergency Shelter/NFI"," ",Yes," ",85,resolved,2015-10-12,91,"velit id eos"," ","Expedita quisquam quas est assumenda. Qui rerum porro laboriosam accusamus aspernatur quidem corrupti. Maiores ad reiciendis cupiditate tempore. Nulla natus iste consequuntur doloribus.",48.934,37.943
2015-08-13,Luhanska,Pervomaiska,Pervomaisk,4400000000,4412100000,4412100000,"ex veniam vitae"," ",GCA,"Mine Risk",No,"Presence of landmines and/or EWRs"," ","Enim rem voluptate quisquam ipsam. Vel praesentium quos quidem minima rerum.",NDP,107,"tempora ipsa doloremque","Food Security","modi sunt delectus",No," ",12,"Addressed but unresolved",2015-09-14,27,"nobis voluptatem odit",http://archer.info/terms.php,"Dolorem quo temporibus itaque sit aperiam. Voluptate culpa voluptate iure labore. Minima quae nemo aperiam consectetur iure ullam cumque.",48.625,38.544
2015-09-13,Donetska,Marinskyi,Dolynivka,1400000000,1423300000,1423381102,"repellendus quidem voluptatem"," ",NGCA,"Need Overview",No,"Access to water"," "," ",NDP,104," ","Livelihoods/Early Recovery","ratione dicta ipsa",No," ",90,resolved,2016-03-16,100,"officia vitae libero",http://www.sloan-jones.info/author.jsp," ",48.097,37.414
2016-02-06,Luhanska,Popasnianskyi,Vovchoiarivka,4400000000,4423800000,4423855900,"ipsam iure necessitatibus","nobis ex natus",NGCA,"Need Overview",No,"Access to NFI","Nesciunt nisi voluptates explicabo tempore incidunt. Nisi velit vel ipsum. Corrupti magni nemo voluptate quia iure dicta autem."," ",IDP,48," ","Livelihoods/Early Recovery","similique dolor nobis",No,"nostrum eos inventore natus voluptatum tempore ab autem",33,resolved,2016-05-16,36," ",http://cruz.com/index/,"Autem iure ex inventore commodi ipsa ad dolore. Odio minima adipisci accusamus dolorem. Quaerat pariatur voluptas inventore aliquam tenetur.",48.841,38.371
2015-08-01,Donetska,Kostiantynivskyi,Stinky,1400000000,1422400000,1422484111,"saepe natus deleniti","sapiente est rem",NGCA,"Need Overview",No,"Access to NFI","Id maiores distinctio quia suscipit eius laboriosam dicta. Deleniti aperiam eligendi dolor."," ",Community,5," ","Livelihoods/Early Recovery","expedita molestias magnam",Yes,"exercitationem non mollitia magni numquam consectetur assumenda at",4,resolved,2015-12-14,3," ",http://dawson-martin.biz/homepage/,"Provident molestias repellat veniam magni dolores culpa porro. Modi necessitatibus quas cupiditate omnis laborum eum optio. Quod repudiandae distinctio voluptatibus asperiores.",48.578,37.739
2015-01-04,Luhanska,Stakhanovska,Stakhanov,4400000000,4413100000,4413100000,"cum nihil earum"," ",GCA,"Mine Risk",No,"Access to humanitarian assistance","Impedit ipsum incidunt quasi. Assumenda doloremque id saepe reiciendis asperiores est. Nesciunt adipisci hic placeat sapiente.","Temporibus eveniet dicta cumque. Nobis aperiam modi unde ducimus. Ut accusantium magni voluptas.",Individuals,69,"recusandae quibusdam impedit",Protection,"error neque tempore",Yes,"repudiandae numquam magni inventore corporis natus quasi optio",58,resolved,2016-06-13,26," ",http://russell.com/," ",48.564,38.653
2016-01-22,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000,"eaque dolorum delectus","non mollitia quae",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs","Dolor illum occaecati atque perferendis quos. Vitae esse nobis illo soluta.","Occaecati corrupti libero mollitia culpa. Nam temporibus error voluptatibus consectetur provident.",Community,121," ","Livelihoods/Early Recovery"," ",Yes," ",29,"Addressed but unresolved",2016-06-14,40," ",http://hanson-landry.com/list/register/,"Unde tempora ipsum excepturi rerum nam sed eos. Sequi labore qui dolores ipsam. Dicta aspernatur ratione voluptatibus veniam unde eum.",49.021,38.366
2015-09-24,Donetska,Dokuchaievska,Yasne,1400000000,1411600000,1411690001,"mollitia facilis inventore","doloribus sunt pariatur",NGCA,"Support Request",Yes,"Access to health services","Laborum tempore explicabo ex laborum. Quam nam quaerat eligendi eos inventore. Ipsam qui id dolores necessitatibus.","Minima aspernatur repellendus tempore occaecati. Totam libero consectetur vel sit.",IDP,88,"vero reprehenderit quasi",Education,"assumenda quibusdam quod",Yes,"suscipit reiciendis distinctio quos inventore quidem exercitationem vel",46,"Not addressed",2015-11-16,85," ",http://www.kim.com/index/,"Amet quo molestias sed illo dolorum a. Recusandae voluptate consequuntur repudiandae beatae ratione. In fuga eligendi culpa tempora ipsam dolorem corrupti. Voluptatem iusto libero sequi soluta.",47.773,37.636
2016-01-03,Donetska,Pershotravnevyi,Zakharivka,1400000000,1423900000,1423986602,"cum in accusantium","qui at eaque",GCA,"Need Overview",No,"Access to humanitarian assistance"," ","Magni explicabo laboriosam eveniet impedit sint. Debitis quisquam corporis eos corporis.",NDP,145," ","Emergency Shelter/NFI","cupiditate sequi ipsam",No,"commodi id illo odio provident dolorum ut cumque",52,"Addressed but unresolved",2016-04-21,38," ",http://www.ross-davis.com/list/search/privacy/," ",47.139,36.981
2015-09-29,Donetska,Yasynuvatskyi,Sokil,1400000000,1425500000,1425587309," "," ",GCA,"Need Overview",No,"Access to health services","Autem quas nihil voluptas sit adipisci quae. Pariatur enim fuga laboriosam officiis odit qui. Provident vero magnam illo."," ",Community,33," ",Protection,"quis mollitia amet",Yes,"quae ullam soluta reprehenderit sit hic eveniet minima",18,"Addressed but unresolved",2015-11-29,23," "," "," ",48.233,37.553
2016-06-13,Donetska,Kramatorska,Ashurkove,1400000000,1412900000,1412990001,"consequuntur repellat esse","aut tempore corrupti",GCA,"Need Overview",No,"Access to water"," "," ",IDP,122,"accusamus minima repudiandae","Food Security"," ",No," ",53,"Addressed but unresolved",2016-06-25,24," "," "," ",48.657,37.635
2015-04-13,Donetska,Vuhledarska,Vuhledar,1400000000,1414800000,1414800000,"hic pariatur optio"," ",NGCA,"Need Overview",Yes,Other,"Iure natus ipsum molestiae. A laborum tenetur assumenda quaerat. Dolores aspernatur rerum sed doloremque debitis."," ",Community,143," ","Livelihoods/Early Recovery"," ",Yes," ",78,"Not addressed",2015-05-30,91,"voluptates mollitia natus"," ","Dolor magnam iste sed veniam modi ut. Fugiat ipsum est aliquid minima ad. Libero eum eum aut earum doloribus similique voluptates. Reiciendis placeat deserunt sed ipsa aperiam accusamus.",47.78,37.246
2015-09-21,Luhanska,Stakhanovska,Stakhanov,4400000000,4413100000,4413100000," ","dolore suscipit eos",NGCA,"Support Request",No,"Access to NFI","Qui unde incidunt incidunt molestias eligendi ipsa. Odit nobis quia aut similique dicta cupiditate."," ",NDP,53,"nemo omnis delectus","Water Sanitation Hygiene"," ",Yes,"rem corrupti distinctio architecto deleniti porro praesentium fugit",39,"Addressed but unresolved",2016-01-10,19," ",http://www.johnson.com/terms/,"Optio odio ullam quidem architecto dicta consectetur corrupti. Aliquid qui odio doloribus vitae placeat labore assumenda quidem.",48.564,38.653
2015-03-10,Donetska,Artemivskyi,Dolomitne,1400000000,1420900000,1420986202,"veritatis eos voluptatem","eos ab sit",NGCA,"Need Overview",Yes,"Access to health services","Aliquam provident ipsam earum atque magni accusantium ducimus deleniti. Perferendis voluptatum culpa odit explicabo.","Asperiores ad eveniet consequuntur neque. Maxime minus cum ut nam modi.",Individuals,22,"sunt doloribus ad",Protection,"porro quasi ipsa",Yes," ",1,resolved,2016-06-23,9,"atque quasi mollitia",http://cortez-hill.com/blog/privacy/," ",48.415,38.133
2016-05-18,Donetska,Avdiivska,Avdiivka,1400000000,1410200000,1410200000," ","repellat dignissimos omnis",GCA,"Mine Risk",No,Other," ","Magni cumque a libero error. Suscipit repellat nobis odit. Dolores sequi numquam minima.",Community,82," ",Health/Nutrition," ",Yes,"magnam illo error sequi voluptates reiciendis voluptatum iusto",16,resolved,2016-06-03,53," ",http://www.brown.com/faq/,"Quidem vitae exercitationem vero delectus ex itaque nam rerum. Error consequatur enim numquam.",48.149,37.741
2016-05-24,Donetska,Starobeshivskyi,"Svitlyi Luch",1400000000,1424500000,1424581808,"consequuntur autem voluptas"," ",GCA,"Support Request",Yes,"Access to health services","Animi molestias iste exercitationem mollitia. Libero maxime est dignissimos aliquid possimus quaerat est.","Voluptates non minima vero. Est aut expedita hic blanditiis laborum.",Individuals,125,"distinctio voluptate accusantium","Emergency Shelter/NFI","sint nesciunt ullam",No," ",24,"Not addressed",2016-07-08,18," "," ","Sunt veniam deleniti tenetur sed magnam doloremque. Veniam quaerat officia facere.",47.688,38.313
2015-05-11,Donetska,Mariupolska,Talakivka,1400000000,1412300000,1412365800,"doloribus porro consequatur"," ",NGCA,"Need Overview",Yes,"Access to water"," "," ",Individuals,146," ","Water Sanitation Hygiene","placeat quam nostrum",No," ",90,"Not addressed",2015-10-29,1,"velit officiis est"," "," ",47.185,37.723
2016-02-27,Luhanska,Sverdlovskyi,Maiak,4400000000,4424200000,4424287704," "," ",NGCA,"Need Overview",Yes,"Access to health services"," ","Necessitatibus id ab suscipit molestias. Ipsam expedita maiores quibusdam vero iure.",Community,14,"amet sed sequi","Emergency Shelter/NFI"," ",No,"in quo quia eum repudiandae nihil iusto laudantium",9,resolved,2016-05-19,5," "," "," ",48.129,39.77
2016-01-23,Donetska,Velykonovosilkivskyi,Novoukrainka,1400000000,1421200000,1421280803,"nam amet minus"," ",GCA,"Need Overview",Yes,"Access to health services","At beatae occaecati saepe amet qui optio. Similique placeat dolorum earum iure. Suscipit molestias error quas esse accusamus.","Harum illo error dignissimos voluptas ea. Voluptates tempora blanditiis qui accusantium.",IDP,141,"aut necessitatibus vero","Livelihoods/Early Recovery"," ",Yes,"laboriosam magni veritatis illo voluptates at suscipit non",55,resolved,2016-05-11,4," ",http://www.gates.com/tags/homepage.html,"Fuga maxime dolore tenetur ducimus eos ad explicabo. Laudantium ullam odit exercitationem esse. Ullam voluptates est perspiciatis possimus quisquam odit voluptas.",48.028,36.871
2015-03-15,Luhanska,Novopskovskyi,Pisky,4400000000,4423300000,4423385901,"molestias ipsam accusantium","laudantium excepturi sequi",GCA,"Support Request",No,"Access to health services"," ","Et porro maiores voluptates culpa quam perferendis deserunt. Quia rerum delectus officiis natus.",Community,2," ","Livelihoods/Early Recovery"," ",No,"beatae deserunt rem omnis doloribus accusantium delectus amet",0,resolved,2015-11-04,0," ",http://schaefer-johnson.com/home.html," ",49.448,38.993
